word	token.freq
maja'	8
ulewal	8
raqan	8
k'exon	8
azteca	8
ib'aj	8
koch'onïk	8
ti'oj	8
tzan	8
nanataj	8
silowäch	8
xe'elesäx	8
rismal	8
xk'aq	8
ak'utun	8
promedio	8
xuk'ulun	8
xtelesäx	8
xtiya'öx	8
mentira	8
clara	8
nowinäq	8
nk'aq	8
k'ayin	8
jin	8
niya'on	8
docena	8
janina	8
nikipo'	8
jikib'am	8
ruk'otik	8
niyalöj	8
kiratzij	8
ch'abäl	8
xkanul	8
nkitöj	8
chäq'	8
tzijob'enem	8
qab'anikil	8
tpo'	8
ch'ojinel	8
kolo'	8
xtsolon	8
sotz'il	8
ixmukane'	8
bid	8
kixaq	8
xb'erutzijoj	8
nib'a'	8
nina'ojïx	8
nemrod	8
xkeqato'	8
qul	8
chuxe	8
xutz'ila'	8
asociación	8
nqajäl	8
xepa'e'	8
xkojok	8
kirajil	8
nazaret	8
nb'i'ïx	8
xkik'owisaj	8
yerukamisaj	8
xe'uk'wäx	8
yeruk'üt	8
magistrados	8
nutikirisaj	8
nqach'öb'	8
míriam	8
xajab'	8
xkitzelaj	8
técnico	8
crisis	8
nutziyaq	8
kamisanela'	8
qak'ojlem	8
ök	8
nuqüm	8
tkamisäx	8
xenatäx	8
xtuna'	8
k'are'	8
nib'ison	8
xunimirisaj	8
kuqunela'	8
kixib'in	8
ruche'el	8
k'ix	8
ach	8
nchojmirisan	8
section	8
xkab'e	8
natikirisaj	8
plan	8
paq'	8
prensa	8
versículo	8
lev	8
chikikojol	8
moch'öch	8
kixk'oje'	8
agencia	8
ruk'ayil	8
ajk'ayij	8
rural	8
kitzob'ajin	8
rumolaj	8
kisamajib'äl	8
kicha'	8
precursor	8
rach'ulew	8
powre	8
ruwaqlaj	8
ch'ob'	8
real	8
yekolotäj	8
nikajo	8
k'iyirsanem	8
yekusäx	8
manóah	8
nikitäj	8
xetz'ük	8
xukajij	8
xkichajij	8
nkimatyoxij	8
despues	8
qub'ab'äl	8
promoción	8
ajiximulew	8
qatzijon	8
jo'q	8
isr	8
parejo	8
q'atonïk	8
taqonib'äl	8
iy	8
'än	8
tum	8
jj	8
xerusik'ij	8
nujikib'a	8
runuk'b'alil	8
koj	8
chiqa'	8
xekanäj	8
xink'ül	8
per	8
kik'ojlemal	8
niqatïj	8
rachi	8
catalina	8
ronjel	8
tatz'aqatisaj	8
xib'inela'	8
nusi'	8
tachajij	8
respetar	8
xtunimaj	8
mu	8
conalfa	8
nkirayij	8
qoyowal	8
chikiwäch	8
ochochib'äl	8
frutas	8
guardián	8
kano'	8
qak'wan	8
xtkitzijoj	8
tel	8
tes	8
xtkitïj	8
q'anapwaq	8
xtk'ule'	8
q'uch	8
treinta	8
gehena	8
tb'anatäj	8
achijil	8
nijach	8
nina'on	8
yatoq'	8
qanimajay	8
caserío	8
ibuprofena	8
xjach	8
xcha	8
nijunamäx	8
kijachon	8
ro	8
xuq'asaj	8
mensaje	8
nsaqirisan	8
xtiq'aton	8
seguir	8
chanim	8
k'atun	8
arcángel	8
q'atanem	8
mask	8
xitzelatäj	8
corte	8
yojq'ax	8
niwetamaj	8
niloq'	8
nawtaqij	8
nkiq'axab'ej	8
yechapon	8
mitij	8
uq	8
noticias	8
rukojöl	8
yejech'ux	8
yesik'in	8
oyowalem	8
kiq'ijul	8
job'äl	8
talum	8
xkojch'ob'on	8
yeb'e'	8
axkïn	8
niwachin	8
xkeya'on	8
xutzolij	8
repente	8
barac	8
qab'in	8
ruyakb'al	8
k'oxol	8
nikoj	8
xuch'äk	8
kik'ojlen	8
balanyá	8
alkalde	8
rije	8
yewachin	8
ikäj	8
nutoj	8
nyak	8
asipanïk	8
akik'el	8
wochuy	8
gran	8
naqupij	8
demi	8
vida	8
yatane'	8
niqub'a	8
k'amayon	8
tixib'ij	8
yojoyob'en	8
políticas	8
nich'ök	8
une	8
tuna'	8
nito'	8
hombre	8
yojkak'axaj	8
xkeq'ax	8
ruwaruq'ij	8
nimol	8
xb'eruya'	8
sistema	8
titikïr	8
yeto'	8
xeruq'alajrisaj	8
katzijon	8
nikichäp	8
yojk'o'	8
gabaón	8
k'ojlem	8
nipa'e'	8
chojmirisanem	8
casamiento	8
russell	8
patrón	8
servicio	8
tz'ib'ajay	8
rejqan	8
encovi	8
xuk'owisaj	8
ikojöl	8
kojk'ule'	8
kik'ulal	8
rik'i	8
yeritzelaj	8
rutz'aqatisaxik	8
mike	8
yenukun	8
lancha	8
rutz'um	8
nuwaran	8
kano'as	8
problemas	8
nuk'ëx	8
nuk'wäx	8
ruloq'ik	8
rutaqen	8
nuxajanij	8
xajanil	8
xkisik'ij	8
yarajo'	8
ruq'ajik	8
qixin	8
this	8
alaji'	8
kinito'	8
también	8
b'eyom	8
kiq'utu'n	8
temeyon	8
xkanöx	8
kiwi	8
ch'ip	8
tawokisaj	8
ntoq'	8
nuch'ob'	8
niqatäj	8
nitz'ukutäj	8
kak'axan	8
qasipanïk	8
nikik'ayij	8
niqïl	8
kïy	8
sotz'iles	8
'ax	8
nab'ëy	8
ruk'isib'al	8
rub'ix	8
zacapa	8
nqatz'et	8
jehú	8
npaj	8
ninb'i'ij	8
nutijonik	8
kajtz'ik	8
ruq'ijun	8
asi'	8
barato	8
xke'el	8
grado	8
morejon	8
xsik'in	8
netz'an	8
yeqapoqonaj	8
xeya'on	8
q'equm	8
ye'ukusäx	8
junamalil	8
ch'oyi'	8
huehuetenango	8
nqaq'äj	8
sañor	8
yeqakusaj	8
ejech'un	8
jael	8
elisabet	8
ruk'aqik	8
xtucha'	8
extrema	8
kedron	8
qumaj	8
kikanoxik	8
ninsiloj	8
b'anob'al	8
meq'enal	8
xinaläx	8
yekilij	8
ijqa'n	8
iiii	8
fincas	8
chituya'	8
saserdote	8
nb'itäj	8
jub'ül	8
judea	8
pwaqilem	8
ch'uch'ujil	8
xk'ulun	8
xink'ïs	8
yenük'	8
sufrir	8
la'aq	8
rix	8
rii	8
xqa'	8
tujala'	8
cesarea	8
xtb'e'ok	7
naköch'	7
rujuch'	7
yekik'waj	7
nqaq'alajrisaj	7
ech'ob'on	7
xintijoj	7
rak'ala'	7
ajtij	7
academia	7
nuch'utitata'	7
ahíya	7
yekajo'	7
xk'	7
nixib'in	7
xkisutij	7
xjaqatäj	7
alaxik	7
eze	7
sik'	7
nuk'ayewal	7
yojch'akon	7
ajilanem	7
sucursales	7
kich'akoj	7
nroyoj	7
mesac	7
rupalen	7
moris	7
tqakanoj	7
xtich'o	7
nrajowaj	7
weq	7
buena	7
ib'am	7
xumatyoxij	7
jachonem	7
xerokisaj	7
nkinojij	7
etojon	7
kik'waxik	7
kitzeqelb'en	7
xkib'e	7
rumokaj	7
xxuke'	7
ek'amöl	7
ajowanïk	7
iwir	7
xeqasäx	7
trigo	7
loq'onïk	7
yojb'ixan	7
qanaqaj	7
kiq'atöy	7
ajilan	7
xuk'ut	7
nmolöx	7
xeruxikin	7
tzuy	7
kisaqil	7
brasil	7
rujotob'axik	7
lenguas	7
personas	7
kiq'axomal	7
nuch'ab'ej	7
xtukanoj	7
diclofenaco	7
abednego	7
albañil	7
romano	7
xik'ule'	7
xrajowaj	7
presupuesto	7
k'isïk'	7
nimöl	7
ruwakiq'ij	7
xo'etok'al	7
samajela	7
ruch'ob'onïk	7
tata'al	7
q'anij	7
poder	7
nqatzu'	7
yech'akon	7
tiq'ax	7
nqajikib'a'	7
cholsamaj	7
xaja'	7
k'iche'a'	7
ganar	7
nuk'äq	7
xtqanimaj	7
echa'on	7
paya'	7
greebon	7
xxx	7
qaya'on	7
tz'aqatisan	7
nsik'ïx	7
yerutzäq	7
xyaloj	7
peren	7
yojk'ule'	7
xesach	7
juk'ulaj	7
xojruköl	7
sutin	7
xtik'ulwachitäj	7
nikijäl	7
kik'ulaj	7
xke'awïl	7
dalila	7
nikich'ojij	7
amak	7
rutaqkil	7
xekanöx	7
kiyakon	7
martin	7
runimab'al	7
natöj	7
kitzijon	7
ruq'a	7
yekib'anala'	7
jon	7
yecha'öx	7
xuq'i'	7
ilon	7
yeb'ison	7
nutojtob'ej	7
tukür	7
vara	7
nuk'asoj	7
clases	7
yorona	7
nb'a	7
xtitzijöx	7
eske	7
katapon	7
cúmez	7
universitaria	7
filipinas	7
alab'on	7
wo'o	7
nsamajin	7
nsamajix	7
xkanaj	7
qaya'	7
ser	7
nqanimaq'ijuj	7
ba	7
xek'ulwachitäj	7
lew	7
niwïl	7
tik'amun	7
natab'äl	7
suchitepéquez	7
ruxayil	7
tacha'	7
xtajäl	7
iwichin	7
cocode	7
qanimamolojri'ïl	7
xkowin	7
püj	7
depende	7
xojb'e	7
k'icheläj	7
xtusu'	7
nib'i'ïx	7
qajonel	7
vaya	7
xkoyob'ej	7
pul	7
ib'äx	7
q'uq'kumätz	7
tz'ij	7
chiri'	7
k'oxtun	7
jikib'ach'akulaj	7
damasco	7
joya	7
xok'ulun	7
yejote'	7
yeya'o	7
xch'ab'äx	7
q'anatz'ub'	7
xe'uxlan	7
tarjetas	7
xeb'än	7
cnem	7
xqakusaj	7
kuma'	7
nikanoj	7
keri'	7
ye'ewäx	7
segundo	7
tz'ikin	7
nqach'ajch'ojrisaj	7
ir	7
iw	7
iv	7
xnimirisäx	7
nik'üt	7
nchajïx	7
qatb'äl	7
cholwuj	7
waqk'al	7
kaqköj	7
tiqetamaj	7
nitze'en	7
xana'	7
xujunumaj	7
rusanta'il	7
q'axan	7
nsamaj	7
ajk'as	7
yexik'an	7
ruk'ojolb'al	7
k'amöj	7
niqasäx	7
kiq'atb'äl	7
ruch'aron	7
xtch'akon	7
otzläj	7
yeruk'asoj	7
xkich'ojij	7
taq'asaj	7
iq'ij	7
tz'o'	7
ne	7
xwanaqïr	7
kejqalen	7
rehoboam	7
ruq'in	7
xujalwachij	7
todos	7
ruq'ajarïk	7
pusb'äl	7
testigo	7
yech'ab'en	7
njal	7
ruk'an	7
kitzyaqb'al	7
yuq'unel	7
nkipo'	7
ruch'akulal	7
eeee	7
kamelanïk	7
privado	7
numatyoxij	7
xtalüx	7
xkeqïl	7
yojtikir	7
rume'al	7
wilon	7
nxik'an	7
kimam	7
runa'ojib'al	7
america	7
oyob'en	7
sí	7
yeqachajij	7
kipwaqb'al	7
kitz'aqat	7
xe'ak'axan	7
tya'öx	7
tqab'än	7
yojruchajij	7
yixtzijon	7
k'ol	7
pöq	7
latz'	7
directiva	7
xeb'a	7
kitz'ib'ax	7
vi	7
tarjeta	7
nb'a'	7
nk'	7
nimalaxela'	7
nkuk'aj	7
chacach	7
rutiko'n	7
runimaxik	7
ojöj	7
idioma	7
wan	7
ke'ok	7
forma	7
xr	7
rusijal	7
xtiq'ax	7
xutzïr	7
xtimol	7
rukajlaj	7
deborah	7
estudios	7
libros	7
q'ab'arel	7
samaritano	7
amón	7
kisamajixik	7
mare'	7
presencia	7
tira	7
nichapo	7
wuchuq'a'	7
ejikib'an	7
xinmestaj	7
nixik'an	7
kik	7
ab'aqil	7
xunojij	7
b'äy	7
pregunta	7
patriota	7
anchi'	7
ju'o'	7
niqokisaj	7
xqak'waj	7
rutz'ib'an	7
xqïl	7
alberto	7
k'amol	7
xtz'uye'	7
xttzijöx	7
xnimïr	7
rutijon	7
xaxew	7
nimaj	7
administrativo	7
básico	7
rutijonel	7
luis	7
xkiyäk	7
tzam	7
nitzaq	7
xtqak'utuj	7
xkib'anala'	7
nitzopin	7
tq'ax	7
nqaxik'	7
kaq'ib'al	7
kik'iyirisanem	7
xkimatyoxij	7
xumestaj	7
chapter	7
yepe'	7
xk'uje'	7
corinto	7
ewanjelikos	7
tik'o	7
libra	7
ronda	7
chajïy	7
cabal	7
pon	7
tisamajïx	7
persona	7
yeb'iyin	7
xkinimaq'ijuj	7
reino	7
yojch'o	7
xke'ab'än	7
solijikib'anem	7
nqak'uxlaj	7
jolom	7
xkeb'anon	7
yeb'ek'ulun	7
apo'inem	7
q'ab'arïk	7
yojmakun	7
ruk'ojolb'äl	7
xutöj	7
aparte	7
xewi	7
nkanaj	7
nk'utb'en	7
volumen	7
xti	7
jqalem	7
yekichäp	7
pospo'y	7
chäq	7
xb'ekitz'eta'	7
mejlen	7
xkicha'	7
niraj	7
yerilij	7
yetz'ët	7
xtqaq'äj	7
saq	7
boaz	7
nch'akon	7
hades	7
xch'ab'ëx	7
kik'oxomal	7
seba	7
xtoqa	7
xikanäj	7
xico	7
yeb'e'ok	7
najowëx	7
gringos	7
carrera	7
odm	7
jela'	7
si'j	7
nkitïk	7
fodigua	7
ikirel	7
kuqub'äl	7
tz'ukb'äl	7
qo'l	7
nijate'	7
quetzal	7
kixjayil	7
glr	7
india	7
aaaa	7
nupwaq	7
chiwij	7
solamente	7
rujuyu'	7
okib'äl	7
ruwinaqirem	7
b'e	7
kosnäq	7
kabal	7
revista	7
nch'ich'an	7
persas	7
véanse	7
nutun	7
ál	7
cc	7
guillermo	7
nkichüp	7
ciudad	7
rucholib'äl	7
k'utunem	7
ntalüx	7
ke'atijoj	7
xkech'on	7
'as	7
qarajil	7
televisión	7
nutzeqelb'ej	7
yekitïj	7
estudiar	7
ide	7
nijalatäj	7
nab	7
rupalib'al	7
rok'alil	7
xetz'ib'äx	7
vuelta	7
kajilaxik	7
salas	7
control	7
nutün	7
niqatün	7
cha'il	7
canadá	7
xtkamisäx	7
ach'ob'on	7
xerutijoj	7
yinetz'an	7
awixin	7
k'uxal	7
reynoso	7
xecha'on	7
isb'äl	7
rusamajixïk	7
yatz'ib'an	7
bat	7
nupäj	7
gracias	7
rutaqonem	7
yek'amb'en	7
nkixïk'	7
menos	7
qajib'äl	7
instituto	7
gellert	7
yesik'ïx	7
negocio	7
taqb'anem	7
yeruk'waj	7
doctor	7
sadrac	7
xq'ate'	7
nutzolij	7
nujotob'a'	7
kumunäq	7
ruxamanil	7
xuchajij	7
meq'ën	7
xerutz'ib'aj	7
públicas	7
taqoya'l	7
demas	7
xtik'is	7
cuarenta	7
raj	7
nakanäq	7
tiwajo'	7
nq'äy	7
indígenas	7
iwetaman	7
xkojkito'	7
tikon	7
gusto	7
rumakul	7
nkik'ulwachij	7
rumal	7
índice	7
xetz'eton	7
sociales	7
nimawinaqi'	7
xkipo'	7
rik	7
cantón	7
q'ijun	7
yechajïx	7
chukajöl	7
ilitajnäq	7
tan	7
kisamajay	7
saqa	7
i'il	7
acuerdos	7
xna'ojïx	7
tzäq	6
luego	6
ruk'ulaj	6
ruk'ulal	6
cuartillo	6
rutzuy	6
solonel	6
äq	6
jwerte	6
hay	6
tanuku'	6
oso	6
onésimo	6
xuroqij	6
cabeceras	6
ïs	6
kawal	6
kamisan	6
alemania	6
penal	6
tunidades	6
xetik	6
nujuyu'	6
antioquía	6
ciclo	6
xtqaköch'	6
ruk'wäy	6
nuch'ïj	6
qachpochel	6
yakon	6
nutïk	6
raxkej	6
rajowanem	6
alejandro	6
klak	6
cobertura	6
tzob'ajin	6
jat	6
xtrelesaj	6
wok'alil	6
económico	6
k'utuj	6
chiq'a'l	6
nwajo'	6
xk'ayewatäj	6
xe'ik'atzin	6
nitïj	6
ratowab'al	6
jose	6
jujik	6
kaxlani	6
xekïl	6
desde	6
kiwachinäq	6
aidpi	6
meb'ail	6
waykan	6
nkik'owisaj	6
amplio	6
gómez	6
país	6
yik'ule'	6
yetïj	6
nikusäx	6
k'ajolom	6
qaxajab'	6
ajij	6
saqik'oxol	6
julian	6
jacaranda	6
tanimaj	6
iximche	6
colonia	6
yojb'a	6
k'ujay	6
nsete'	6
jule'	6
sección	6
carta	6
xe'itzelatäj	6
ch'olk'aslemal	6
xkeniman	6
xutikirsaj	6
xunojisaj	6
xtiqaya'	6
yetz'ukutäj	6
ruwinaqil	6
uxlanen	6
xurayib'ej	6
chare	6
quiché	6
lomas	6
unesco	6
países	6
nene'a'	6
k'istilin	6
wachinel	6
xkeb'eyakatäj	6
xjal	6
rusi'j	6
kiq'i'on	6
ch'ojutzil	6
kum	6
q'ol	6
ku'	6
político	6
tz'ikina'	6
nita	6
nkichojmirisaj	6
yemakun	6
rutz'i'	6
yinkajo'	6
nrepelun	6
ahí	6
ch'aykïl	6
chuwach'ulew	6
ninük'	6
kitaqen	6
xkato'on	6
b'eyajnem	6
ruch'ich'	6
tqatzijoj	6
arata'	6
fácil	6
yeruk'ül	6
yekinük'	6
relik	6
yojtzaq	6
ko'k	6
yento'	6
ch'ojch'öj	6
hebrón	6
tuk'utu'	6
nkinik'oj	6
coto	6
b'iyinäq	6
rikil	6
raxwach	6
läj	6
áfrica	6
junawes	6
kichuq'a'	6
nkuyutäj	6
qanimal	6
floricelda	6
q'ajanel	6
kojkikot	6
pok'öl	6
cielo	6
hilquías	6
nch'ayon	6
nkijotob'a'	6
yogur	6
xtrïl	6
ewel	6
uma	6
animab'äl	6
rukostal	6
peso	6
atz'ib'awuj	6
maestros	6
tb'an	6
kambyo	6
b'ichiki	6
yeqatzijoj	6
nisilon	6
xtiya'on	6
ach'alari'il	6
junamaq'ij	6
ax	6
k'ulb'enïk	6
k'aqom	6
yojrutz'ët	6
ke'em	6
pasar	6
grecia	6
nuq'alajisaj	6
versículos	6
canoas	6
listra	6
le'	6
lea	6
ruch'onik	6
ye'animäj	6
opor	6
velásquez	6
nada	6
ejqa'm	6
yetze'en	6
tajuxu'	6
ruk'ayij	6
tzob'ajim	6
yojrupixab'aj	6
xq'alajirisäx	6
decreto	6
xb'antäj	6
nuch'at	6
kikotz'i'j	6
equidad	6
mayor	6
aprobar	6
xjikib'an	6
noyöx	6
azarías	6
yechatäj	6
yekinataj	6
nik'ule'	6
k'ayïl	6
rupatan	6
q'axinäq	6
tib'än	6
yät	6
em	6
xb'ech'on	6
yeq'asan	6
lado	6
nkik'is	6
tik'is	6
pasado	6
xtiwetamaj	6
rujunab'il	6
tz'it	6
ruj	6
xtinb'ij	6
xtk'astäj	6
yeb'ïx	6
gramófono	6
cholna'oj	6
namäj	6
xurayij	6
timestaj	6
sudáfrica	6
ecl	6
kejqa'm	6
kape'	6
lu'	6
ruk'owisan	6
kanöy	6
jaqäl	6
historia	6
rajq'ija'	6
yeqokisaj	6
walda	6
iglesya	6
xpaj	6
bautizar	6
atención	6
inglaterra	6
imprimir	6
xkeb'ek'is	6
rewaxik	6
yojcha'	6
wixin	6
ruk'utb'al	6
najäm	6
q'a'n	6
ó	6
soltzijonem	6
n'e	6
atitlan	6
koqolajay	6
ntz'ib'an	6
ramaq'il	6
koy	6
nkinuk'	6
revistas	6
alo'	6
b'anöl	6
b'anöj	6
xk'wan	6
xerachib'ilaj	6
xink'üt	6
pe'	6
xulöq	6
tzlala'	6
xtikirisan	6
rutikirb'äl	6
pasamaj	6
niqatïk	6
xqab'anala'	6
yatkito'	6
esd	6
rusujuxik	6
pulch'ich'	6
patá	6
xekich'äk	6
iscariote	6
niqach'öb'	6
tinb'ana'	6
xqasik'ij	6
xkichüp	6
nkiqüm	6
aunque	6
and	6
siria	6
nb'eqa	6
nkikamisaj	6
ox	6
oqotan	6
jut	6
jux	6
grupo	6
oportunidad	6
wayb'äl	6
rupwaqb'al	6
salazar	6
gramo	6
rija'tz	6
xtusamajij	6
ninwïl	6
matzar	6
kik'ayixik	6
independencia	6
q'a'	6
artículo	6
ch'uch'ujiläj	6
tkitïj	6
xik'oje'	6
tz'ib'atel	6
nuk'	6
xtkolotäj	6
proyecto	6
kik'owisan	6
antiguo	6
'u'x	6
chab'äl	6
yixapon	6
ruk'ajil	6
makunela'	6
kisamajel	6
nintzu'	6
tz'aqon	6
jol	6
chepe	6
xq'i'	6
sol	6
ninik'	6
pronebi	6
decir	6
kiwachib'al	6
xekito'	6
ruq'oral	6
xupäq'	6
yemuq	6
nb'eq'alajin	6
sinanem	6
asarom	6
iwochoch	6
reraxik	6
nimasamajay	6
jer	6
cutzal	6
nb'e'ok	6
nojib'äl	6
elem	6
wewi	6
yik'oje'	6
uu	6
nik'utüx	6
pueblos	6
palabra	6
saqa'ichaj	6
nuwayb'al	6
meta	6
wachajil	6
xb'erukanoj	6
alaxinäq	6
talun	6
xqamäj	6
natäq	6
njach	6
xtyakatäj	6
xerak'axaj	6
xkekito'	6
naköj	6
xkön	6
samaria	6
pasada'i'	6
rukïl	6
xkitz'apij	6
nik'utuj	6
nawetaj	6
rutikirisaxik	6
retaxik	6
ch'ajch'ojinïk	6
q'oq'	6
meb'anoj	6
ch'i	6
b'uyül	6
tsach	6
yi'on	6
absalón	6
xeq'aton	6
chipiacul	6
secreto	6
qaloq'oläj	6
aug	6
yek'iy	6
yek'achoj	6
xk'e'	6
xerub'ij	6
junamaxik	6
xtxule'	6
niq'alajrisan	6
xkin	6
xtqasamajij	6
nqajiq'aj	6
oscar	6
nuräq	6
nijotob'äx	6
don	6
sanayi'	6
kajk'wal	6
aya'	6
ingresos	6
nalöq'	6
kayak	6
maj	6
apowinäq	6
rub'aq	6
kosinäq	6
runimirsaxik	6
nqajunumaj	6
achamaqi'	6
ruti'ojil	6
titaq	6
nikiq'ät	6
k'ixawi'	6
tach'ob'o'	6
ruk'ununem	6
nqanojij	6
majk'u'y	6
qak'axan	6
keqatz'eta'	6
tzolijnäq	6
xetane'	6
xintïk	6
tojtob'enik	6
junjun	6
yonilal	6
yajote'	6
xutz'äm	6
abono	6
telechanem	6
ruchi	6
rujachïk	6
xna'j	6
xutzeqelb'ej	6
xpab'äx	6
nitz'ib'äx	6
xtik'utux	6
k'ulanem	6
xkech'akon	6
yeqatäq	6
ruwachinäq	6
napi'	6
mitijlem	6
k'äq	6
kewi	6
nusol	6
yipe	6
rutz'ajik	6
kojqan	6
nraj	6
xkojkäm	6
nik'at	6
matyoxinïk	6
ciudadanos	6
wäk'	6
nsöl	6
xtak'ül	6
xkiyüt	6
asiria	6
k'arunaj	6
k'ate	6
ruch'ituy	6
yixsamäj	6
nuwinaq	6
nusyan	6
nretaj	6
xkinojij	6
nichapon	6
yojruq'öl	6
tzijon	6
ninik'öx	6
administración	6
q'ojoma'	6
xtitzaq	6
juliana	6
yixb'e	6
jujün	6
nuq'utu'n	6
yitz'iban	6
warnäq	6
nimawinaq	6
xe'okisäx	6
once	6
keto'on	6
ntz'aqatisäx	6
tribunal	6
nawaj	6
sin	6
xtpo'	6
yekik'äm	6
ajch'amaya'	6
kab'owil	6
nasöl	6
kimachät	6
ch'ojin	6
nichajix	6
ye'alan	6
saqtekaw	6
xqanataj	6
bartolomé	6
q'eleb'en	6
yicha'	6
kixjel	6
ye'aq'asaj	6
xix	6
amén	6
modos	6
talento	6
rukolik	6
rukuyutajik	6
alona	6
ina'oj	6
citado	6
nacionales	6
xkojruya'	6
diputados	6
llave	6
yoq'onïk	6
xkiq'alajrisaj	6
xinnimaj	6
dasgupta	6
keruchajij	6
runimaq'ijuxik	6
aveses	6
catolica	6
ciencia	6
yuq'	6
ajsivinac	6
tz'eteyon	6
xtub'	6
qatiko'n	6
ch'olinïk	6
nk'ulb'ëx	6
xechapon	6
rajtz'	6
tqak'utu'	6
nqa'	6
rub'analon	6
tz'um	6
solontzij	6
jalt'as	6
tusamajij	6
tqak'ama'	6
ruchojmirisanem	6
nayäk	6
néfesch	6
xtitoj	6
xkitun	6
latín	6
b'eyomaläj	6
orpá	6
arajil	6
nich'öb'	6
iwixjayilal	6
lan	6
xtisöl	6
xinapon	6
kojok	6
sib'äq'	6
q'eleb'enem	6
nitzijoj	6
xetamäx	6
ni'	6
babilonios	6
tz'unun	6
tikisamajij	6
nqokisaj	6
chicol	6
recibir	6
justicia	6
rupata'y	6
a'unke	6
kostal	6
catú	6
xocop	6
nkijunamaj	6
amaq'enem	6
ruk'ojoxik	6
tesalónica	6
chwe'	6
misa	6
rawäj	6
onam	6
nuqa'	6
qaxkïn	6
rodríguez	6
nkitij	6
ninnataj	6
tiwak'axaj	6
niqanimaj	6
retz'ab'al	6
k'ulum	6
k'ulun	6
nutz'ük	6
mensajes	6
riy	6
ret'et'	6
weno	6
qajonïk	6
much'umïk	6
titija'	6
rojer	6
máquina	6
rucha'	6
nutaqchi'ij	6
idiomas	6
violencia	6
yab'a'	6
ninwak'axaj	6
nuch'äy	6
ntzolïx	6
awak'axan	6
yeqak'axaj	6
njech'üx	6
nkiq'ajuj	6
titïj	6
kexu'	6
pag	6
ichtijob'äl	6
ruk'ulub'ik	6
yerachib'ilaj	6
xinch'ök	6
ixpiyakok	6
torre	6
rusama	6
xojb'iyaj	6
jikiwuj	6
nijäch	6
nak'öl	6
xtisamajix	6
mixco	6
xib'än	6
xtk'ison	6
rusaqamaq'	6
nkik'utb'ej	6
achsaqamaq'	6
tijon	6
xeb'a'	6
qajal	6
xuqupij	6
nunojij	6
xkik'oje'	6
xak'äm	6
xik'a'y	6
nkitz'ila'	6
meb'ël	6
xeb'iyin	6
nuwuj	6
yerutzuq	6
nub'ey	6
nimasaq'ul	6
yixmatyoxin	6
xerumöl	6
npab'äx	6
nisach	6
yeb'e'etz'an	6
yerutij	6
xek'am	6
q'ös	6
ajqa'n	6
rutijoxik	6
xuna'ojij	6
xtqatijoj	6
k'a'i'	6
rilite'	6
xewa'	6
rajpopil	6
janpe	6
k'ayïn	6
xtuchajij	6
nxupupin	6
xkojruköl	6
xetok'ulun	6
xojel	6
suq'aq'	6
volcán	6
elvira	6
rrr	6
york	6
ex	6
xkich'öb'	6
xutij	5
taqotzij	5
agana	5
xutïk	5
qameq'enal	5
ib'anon	5
han	5
aq'omanem	5
información	5
kaq'ib'äl	5
tzyaqb'äl	5
b'itajnäq	5
xak'utuj	5
yinatïj	5
jil	5
kasamäj	5
xkiyoq'	5
nkitunub'a'	5
onu	5
tz'alamawäch	5
xq'alajrisäx	5
rutzalq'omanik	5
religiones	5
xke'atz'ët	5
droga	5
ruq'alajirisan	5
k'iyirisaxik	5
koton	5
folletos	5
nimaq'ijüx	5
kijolon	5
ruchajixïk	5
q'alajirisanïk	5
yentz'ët	5
talvez	5
katampe	5
atijonik	5
jumay	5
xatel	5
xtk'amon	5
rub'uyujil	5
tib'ij	5
ek'ïy	5
xtwachin	5
kicholajen	5
majan	5
yakoj	5
ximïl	5
victor	5
nimalab'al	5
lcdur	5
rutzeqelb'en	5
xch'ab'ax	5
z'i	5
ch'ojikil	5
xenuk'utäj	5
k'aqöj	5
xtiqetamaj	5
junumatäl	5
niqucha'	5
qatijon	5
na'owinäq	5
donde	5
kojtzijon	5
xape	5
xb'etzaq	5
nik'waj	5
tzijöy	5
xintäj	5
lemalil	5
testimonio	5
poncio	5
runik'oxïk	5
rutz'aqik	5
nq'alajrisan	5
taqasaj	5
njikib'an	5
rumech'akon	5
kamikaj	5
nk'iy	5
tiqato'	5
nunimal	5
castellanización	5
xenik'on	5
nnachex	5
nawajilaj	5
xkixok	5
xk'at	5
kimestan	5
nutzäq	5
ruwolaj	5
corea	5
chuwij	5
qamoloj	5
ruyojik	5
celedonia	5
ayudar	5
kikamïk	5
abner	5
egipcio	5
ib'i'	5
loq'k'ayij	5
k'ïx	5
cultura	5
kitaluxik	5
chiqawäch	5
ciales	5
'ab	5
noqaqa	5
galera	5
nik'ayij	5
university	5
nikomonin	5
nk'am	5
mariano	5
malo'	5
xtakuqub'a'	5
url	5
xpo'	5
nuchüp	5
kaq'omaxik	5
balán	5
tichajij	5
wa'ijal	5
nunab'ej	5
mem	5
psykjé	5
xina'	5
yekïl	5
nojqäx	5
tulul	5
personal	5
kib'anom	5
xtze'en	5
perspicacia	5
rurajil	5
chuqa'ri	5
k'utuxïk	5
ruq'aq'	5
yojruk'waj	5
yöj	5
borrell	5
ajal	5
rumetz'	5
ye'akusaj	5
ch'ojinem	5
xutaluj	5
ak'wan	5
nqataqej	5
xtirajo'	5
taq'alajrisaj	5
klee	5
oficina	5
kiwayb'al	5
tata'	5
xetze'en	5
veintenas	5
