WORD	FREQUENCY	LENGTH	UP	POSITION	PHONE	SEQ_INFO	POSITION_INFO	MONOMORPHEME
buri	9	4	4	2	u	2.3290175196736818	4.137584949904823	F
buri	9	4	4	3	r	5.343407822297814	3.0920264101364268	F
buri	9	4	4	4	i	0.6374299206152917	3.1713337458574298	F
majime	9	6	6	1	m	4.190012050925571	4.188221890908211	F
majime	9	6	6	2	a	1.9541963103868754	2.0349258074003864	F
majime	9	6	6	3	j	8.46597446450407	7.136744330425628	F
majime	9	6	6	4	i	-0.0	3.1713337458574298	F
majime	9	6	6	5	m	0.6374299206152917	4.934215954593411	F
majime	9	6	6	6	e	-0.0	3.661541614773842	F
kazu	9	4	4	1	k	3.4566307941084036	3.455595105776348	F
kazu	9	4	4	2	a	1.294017245325459	2.0349258074003864	F
kazu	9	4	4	3	z	4.604034053234266	7.363894200560891	F
kazu	9	4	4	4	u	0.3106422873408474	3.155633839212135	F
sU	9	2	2	1	s	3.7684612446880523	3.7671507459696736	F
sU	9	2	2	2	U	9.9951390045564	6.999370952809128	F
zU	9	2	2	1	z	7.4164110824198355	7.3988850196625515	F
zU	9	2	2	2	U	6.363404730863522	6.999370952809128	F
$0gaծu	9	6	6	1	$	5.691319588541921	5.68606797733252	F
$0gaծu	9	6	6	2	0	5.174702141704184	4.319721469583157	F
$0gaծu	9	6	6	3	g	1.0660891904577725	5.664096107976689	F
$0gaծu	9	6	6	4	a	-0.0	1.9717112593564925	F
$0gaծu	9	6	6	5	ծ	2.187627003175771	5.58100869321819	F
$0gaծu	9	6	6	6	u	-0.0	2.998414017384436	F
susu	9	4	4	1	s	3.7684612446880523	3.7671507459696736	F
susu	9	4	4	2	u	3.434028932462786	4.137584949904823	F
susu	9	4	4	3	s	6.574908836057234	5.807000582121919	F
susu	9	4	4	4	u	-0.0	3.155633839212135	F
sot	9	3	3	1	s	3.7684612446880523	3.7671507459696736	F
sot	9	3	3	2	o	1.9044949071489854	2.402814164062722	F
sot	9	3	3	3	t	8.09451759878429	3.365980527809356	F
ji$iN	9	5	5	1	j	5.929999144224026	5.923786129897804	F
ji$iN	9	5	5	2	i	1.3296864345083563	3.4703291875207354	F
ji$iN	9	5	5	3	$	7.08746284125034	5.334998054926435	F
ji$iN	9	5	5	4	i	0.7369655941662062	3.1713337458574298	F
ji$iN	9	5	5	5	N	-0.0	3.276200157842715	F
ca	9	2	2	1	c	6.845974695676569	6.834182669007858	F
ca	9	2	2	2	a	1.6852567887451249	2.0349258074003864	F
ծug0	9	4	4	1	ծ	8.221304487004526	8.19074776556724	F
ծug0	9	4	4	2	u	0.1034761199497409	4.137584949904823	F
ծug0	9	4	4	3	g	3.3594028003060257	5.664096107976689	F
ծug0	9	4	4	4	0	2.3846638502353255	4.9988427286560535	F
minami	9	6	6	1	m	4.190012050925571	4.188221890908211	F
minami	9	6	6	2	i	2.712811642810062	3.4703291875207354	F
minami	9	6	6	3	n	3.474698375290608	3.982338746765273	F
minami	9	6	6	4	a	0.384663850235325	1.9717112593564925	F
minami	9	6	6	5	m	3.0	4.934215954593411	F
minami	9	6	6	6	i	-0.0	2.5811834165316765	F
minamitate	9	10	8	1	m	4.190012050925571	4.188221890908211	F
minamitate	9	10	8	2	i	2.712811642810062	3.4703291875207354	F
minamitate	9	10	8	3	n	3.474698375290608	3.982338746765273	F
minamitate	9	10	8	4	a	0.384663850235325	1.9717112593564925	F
minamitate	9	10	8	5	m	3.0	4.934215954593411	F
minamitate	9	10	8	6	i	-0.0	2.5811834165316765	F
minamitate	9	10	8	7	t	1.0	4.4566636678673754	F
minamitate	9	10	8	8	a	-0.0	2.325948613163045	F
minamitate	9	10	8	9	t	-0.0	3.668378508908794	F
minamitate	9	10	8	10	e	-0.0	3.491853096329675	F
neko	9	4	4	1	n	2.6413000764737755	2.640756233186041	F
neko	9	4	4	2	e	2.4127599315015655	3.0692030013810316	F
neko	9	4	4	3	k	8.711571383367797	2.962472073139545	F
neko	9	4	4	4	o	-0.0	2.370031929268076	F
net	9	3	3	1	n	2.6413000764737755	2.640756233186041	F
net	9	3	3	2	e	2.4127599315015655	3.0692030013810316	F
net	9	3	3	3	t	8.711571383367797	3.365980527809356	F
neծu	9	4	4	1	n	2.6413000764737755	2.640756233186041	F
neծu	9	4	4	2	e	2.4127599315015655	3.0692030013810316	F
neծu	9	4	4	3	ծ	8.711571383367797	5.707087041874008	F
neծu	9	4	4	4	u	-0.0	3.155633839212135	F
atari	9	5	5	1	a	4.457897983509933	4.455721674626794	F
atari	9	5	5	2	t	1.9763611002428265	5.7740501152073875	F
atari	9	5	5	3	a	3.4866245815278636	4.557731096035657	F
atari	9	5	5	4	r	0.2563397532597855	6.051829010286007	F
atari	9	5	5	5	i	3.700439718141092	3.9048719930112665	F
hotori	9	6	6	1	h	4.3499689390451	4.347956864223819	F
hotori	9	6	6	2	o	2.4059688325512876	2.402814164062722	F
hotori	9	6	6	3	t	4.7499083944053915	3.365980527809356	F
hotori	9	6	6	4	o	1.4262647547020981	2.370031929268076	F
hotori	9	6	6	5	r	1.4739311883324124	2.919469369224224	F
hotori	9	6	6	6	i	-0.0	2.5811834165316765	F
na$i	9	4	4	1	n	2.6413000764737755	2.640756233186041	F
na$i	9	4	4	2	a	2.3922094568261643	2.0349258074003864	F
na$i	9	4	4	3	$	8.732073184226183	5.334998054926435	F
na$i	9	4	4	4	i	-0.0	3.1713337458574298	F
meNd0kusa	9	9	5	1	m	4.190012050925571	4.188221890908211	F
meNd0kusa	9	9	5	2	e	6.23430422957961	3.0692030013810316	F
meNd0kusa	9	9	5	3	N	2.700439718141092	2.9691960923559484	F
meNd0kusa	9	9	5	4	d	1.3536369546147005	7.083307241759174	F
meNd0kusa	9	9	5	5	0	-0.0	4.520414168487236	F
meNd0kusa	9	9	5	6	k	-0.0	4.807721165776319	F
meNd0kusa	9	9	5	7	u	-0.0	3.159277757242804	F
meNd0kusa	9	9	5	8	s	-0.0	7.074141462752506	F
meNd0kusa	9	9	5	9	a	-0.0	4.153805336079036	F
yUgata	9	6	4	1	y	5.005814925922766	5.002586468943823	F
yUgata	9	6	4	2	U	6.881901875422658	6.999370952809128	F
yUgata	9	6	4	3	g	2.222392421336448	5.664096107976689	F
yUgata	9	6	4	4	a	-0.0	1.9717112593564925	F
yUgata	9	6	4	5	t	-0.0	4.272291472057371	F
yUgata	9	6	4	6	a	-0.0	2.0072199147597773	F
y0suruni	9	8	6	1	y	5.005814925922766	5.002586468943823	F
y0suruni	9	8	6	2	0	3.9206714455872334	4.319721469583157	F
y0suruni	9	8	6	3	s	4.683696454306516	5.807000582121919	F
y0suruni	9	8	6	4	u	-0.0	3.155633839212135	F
y0suruni	9	8	6	5	r	1.0780025120012733	2.919469369224224	F
y0suruni	9	8	6	6	u	-0.0	2.998414017384436	F
y0suruni	9	8	6	7	n	-0.0	6.131263381073207	F
y0suruni	9	8	6	8	i	-0.0	1.7887392438902572	F
risa	9	4	4	1	r	5.22863987463193	5.224855619887503	F
risa	9	4	4	2	i	4.474652355576066	3.4703291875207354	F
risa	9	4	4	3	s	4.142957953842043	5.807000582121919	F
risa	9	4	4	4	a	-0.0	1.9717112593564925	F
