WORD	FREQUENCY	LENGTH	UP	POSITION	PHONE	SEQ_INFO	POSITION_INFO	MONOMORPHEME
forty	1958	5	5	5	i	0.16812275880832692	4.3784382630534635	T
lift	1957	4	4	1	l	5.7071090501026625	5.7071090501026625	T
lift	1957	4	4	2	I	2.984312604591619	3.8883369835653068	T
lift	1957	4	4	3	f	6.472366560514927	6.447151369661239	T
lift	1957	4	4	4	t	-0.0	2.570397507192674	T
jet	1957	3	3	1	J	7.221990107814832	7.221990107814832	T
jet	1957	3	3	2	E	3.7093569579912566	4.448881980059585	T
jet	1957	3	3	3	t	4.23244114940312	3.069982071055103	T
valley	1956	4	4	1	v	7.269878295453626	7.269878295453626	F
valley	1956	4	4	2	@	4.2789744206577875	4.050738358263082	F
valley	1956	4	4	3	l	0.945505417881792	4.099831891742697	F
valley	1956	4	4	4	i	2.6701674668905717	3.8720947893374267	F
priest	1955	5	5	1	p	5.234937401912647	5.234937401912647	T
priest	1955	5	5	2	r	1.8132841071576309	4.590979509703922	T
priest	1955	5	5	3	i	5.614584923602414	6.431552310378895	T
priest	1955	5	5	4	s	2.0044346505752517	4.469167659447069	T
priest	1955	5	5	5	t	0.4980222803933546	3.3893702879141263	T
meal	1955	3	3	1	m	5.010605800323559	5.010605800323559	T
meal	1955	3	3	2	i	2.680986065015044	4.311888167990886	T
meal	1955	3	3	3	l	7.443728385160149	4.099831891742697	T
proper	1955	5	5	1	p	5.234937401912647	5.234937401912647	T
proper	1955	5	5	2	r	1.8132841071576309	4.590979509703922	T
proper	1955	5	5	3	a	1.7543603180782594	5.679534781553793	T
proper	1955	5	5	4	p	4.373421710902027	5.293064439463599	T
proper	1955	5	5	5	X	0.4679134241655491	3.9707909977092486	T
advertising	1954	9	9	1	@	4.531621906710496	4.531621906710496	T
advertising	1954	9	9	2	d	6.413556978881132	9.018422601594706	T
advertising	1954	9	9	3	v	1.6436334771840304	5.01240463401598	T
advertising	1954	9	9	4	X	1.994196862651603	4.186789055577113	T
advertising	1954	9	9	5	t	0.18261097261953654	3.3893702879141263	T
advertising	1954	9	9	6	Y	-0.0	7.868957398633578	T
advertising	1954	9	9	7	z	-0.0	6.550623078546892	T
advertising	1954	9	9	8	I	0.4003813058208288	5.543118113616368	T
advertising	1954	9	9	9	G	-0.0	8.106387441976976	T
lied	1953	3	3	1	l	5.7071090501026625	5.7071090501026625	F
lied	1953	3	3	2	i	4.328175681546194	4.311888167990886	F
lied	1953	3	3	3	t	5.131455290300364	3.069982071055103	F
rumor	1952	4	4	1	r	5.827961998570008	5.827961998570008	F
rumor	1952	4	4	2	u	4.909132922531215	3.9006084687406335	F
rumor	1952	4	4	3	m	1.032516524538439	4.276655560715199	F
rumor	1952	4	4	4	X	3.3978674726334646	4.186789055577113	F
warren	1952	5	5	1	w	4.418744747099288	4.418744747099288	T
warren	1952	5	5	2	c	3.6417315334437976	6.093190674606735	T
warren	1952	5	5	3	r	2.295641105514619	3.402978350829759	T
warren	1952	5	5	4	x	3.92992156426386	4.612035445507509	T
warren	1952	5	5	5	n	-0.0	3.3839075475333678	T
transition	1951	9	8	1	t	4.342179195647865	4.342179195647865	F
transition	1951	9	8	2	r	3.9697674325396806	4.590979509703922	F
transition	1951	9	8	3	@	2.8097950042201925	6.933510042714406	F
transition	1951	9	8	4	n	1.5929053199639935	4.045802552252718	F
transition	1951	9	8	5	z	2.411307454730988	5.053172494566635	F
transition	1951	9	8	6	I	-0.0	4.84982360064973	F
transition	1951	9	8	7	S	0.042263786124265616	4.794440401648004	F
transition	1951	9	8	8	|	-0.0	3.1368530276044586	F
transition	1951	9	8	9	n	-0.0	2.491637875316427	F
mood	1951	3	3	1	m	5.010605800323559	5.010605800323559	T
mood	1951	3	3	2	u	5.664560219431183	3.9006084687406335	T
mood	1951	3	3	3	d	4.352929291604447	3.23525350352427	T
thanksgiving	1950	10	6	1	T	6.5580409083628455	6.5580409083628455	F
thanksgiving	1950	10	6	2	@	3.4609197530240188	4.050738358263082	F
thanksgiving	1950	10	6	3	G	-0.0	5.542438486243897	F
thanksgiving	1950	10	6	4	k	-0.0	4.44221874701481	F
thanksgiving	1950	10	6	5	s	5.1499971858121745	4.257544536974392	F
thanksgiving	1950	10	6	6	g	-0.0	8.607188960866491	F
thanksgiving	1950	10	6	7	I	-0.0	4.995554601088181	F
thanksgiving	1950	10	6	8	v	-0.0	6.25517883727858	F
thanksgiving	1950	10	6	9	I	-0.0	4.654833798863432	F
thanksgiving	1950	10	6	10	G	-0.0	7.673371596202249	F
beer	1950	3	3	1	b	4.668925478440755	4.668925478440755	T
beer	1950	3	3	2	I	2.819185108816283	3.8883369835653068	T
beer	1950	3	3	3	r	7.330495087526489	3.402978350829759	T
cute	1948	4	4	1	k	4.967672086242028	4.967672086242028	T
cute	1948	4	4	2	y	8.128256551192909	8.838763061690402	T
cute	1948	4	4	3	u	1.2066537738942975	6.442896470367058	T
cute	1948	4	4	4	t	0.8678558824244356	2.570397507192674	T
cup	1948	3	3	1	k	4.967672086242028	4.967672086242028	T
cup	1948	3	3	2	^	2.815257485634035	4.7736526579972764	T
cup	1948	3	3	3	p	3.7516733014709622	5.662240505169508	T
sue	1948	2	2	1	s	4.469012183746517	4.469012183746517	T
sue	1948	2	2	2	u	7.023550941034069	3.9006084687406335	T
hardly	1940	6	6	1	h	4.125528088723679	4.125528088723679	F
hardly	1940	6	6	2	a	5.58733128350218	5.407676443970897	F
hardly	1940	6	6	3	r	0.7424308556648956	3.402978350829759	F
hardly	1940	6	6	4	d	0.7493400820929617	4.322489188356297	F
hardly	1940	6	6	5	l	3.971745008777806	4.897449104832938	F
hardly	1940	6	6	6	i	-0.0	3.964200912398267	F
diplomatic	1937	10	10	1	d	5.6293267670073055	5.6293267670073055	F
diplomatic	1937	10	10	2	I	2.3855400182050133	3.8883369835653068	F
diplomatic	1937	10	10	3	p	6.1346172308040785	5.662240505169508	F
diplomatic	1937	10	10	4	l	0.3689449102926222	5.572086828154151	F
diplomatic	1937	10	10	5	x	-0.0	4.140380564861477	F
diplomatic	1937	10	10	6	m	-0.0	4.36219853006181	F
diplomatic	1937	10	10	7	@	-0.0	5.661177631409745	F
diplomatic	1937	10	10	8	t	-0.0	2.9158512700170656	F
diplomatic	1937	10	10	9	I	0.6601790909237378	4.654833798863432	F
diplomatic	1937	10	10	10	k	-0.0	3.8996457071128043	F
minor	1934	4	4	1	m	5.010605800323559	5.010605800323559	T
minor	1934	4	4	2	Y	2.9675801911563875	5.138780505888402	T
minor	1934	4	4	3	n	3.157947630504503	3.455722242146935	T
minor	1934	4	4	4	X	3.454783509728798	4.186789055577113	T
achieve	1931	4	3	1	x	4.538802753314783	4.538802753314783	T
achieve	1931	4	3	2	C	10.644281053570579	11.391092865869375	T
achieve	1931	4	3	3	i	-0.0	6.431552310378895	T
achieve	1931	4	3	4	v	-0.0	7.006901347413066	T
charity	1928	6	5	1	C	8.291861735095885	8.291861735095885	F
charity	1928	6	5	2	@	2.727161438804406	4.050738358263082	F
charity	1928	6	5	3	r	3.853383141312179	3.402978350829759	F
charity	1928	6	5	4	|	0.312920604393581	4.8473883834048	F
charity	1928	6	5	5	t	-0.0	3.3893702879141263	F
charity	1928	6	5	6	i	-0.0	3.964200912398267	F
gather	1928	4	4	1	g	5.668651164281075	5.668651164281075	T
gather	1928	4	4	2	@	6.030754609725716	4.050738358263082	T
gather	1928	4	4	3	D	3.4859211455992596	8.329560879564786	T
gather	1928	4	4	4	X	-0.0	4.186789055577113	T
conspiracy	1926	10	8	1	k	4.967672086242028	4.967672086242028	F
conspiracy	1926	10	8	2	x	3.4459667478929714	3.937976162888377	F
conspiracy	1926	10	8	3	n	1.0121797051288284	3.455722242146935	F
conspiracy	1926	10	8	4	s	1.8800141016369956	4.469167659447069	F
conspiracy	1926	10	8	5	p	3.819403828868898	6.463981490044515	F
conspiracy	1926	10	8	6	I	-0.0	4.84982360064973	F
conspiracy	1926	10	8	7	r	0.061587798222831634	5.147425412028664	F
conspiracy	1926	10	8	8	|	-0.0	3.1368530276044586	F
conspiracy	1926	10	8	9	s	-0.0	4.755592536075412	F
conspiracy	1926	10	8	10	i	-0.0	3.2289831527737456	F
bipartisan	1921	10	5	1	b	4.668925478440755	4.668925478440755	F
bipartisan	1921	10	5	2	Y	3.7439465437390647	5.138780505888402	F
bipartisan	1921	10	5	3	p	6.461342559458088	5.662240505169508	F
bipartisan	1921	10	5	4	a	0.31635987053257786	8.07186962385003	F
bipartisan	1921	10	5	5	r	-0.0	4.171315569239557	F
bipartisan	1921	10	5	6	t	-0.0	2.898789586171038	F
bipartisan	1921	10	5	7	|	-0.0	3.3829746445015907	F
bipartisan	1921	10	5	8	z	-0.0	5.822832336382282	F
bipartisan	1921	10	5	9	|	-0.0	3.5793936960524735	F
bipartisan	1921	10	5	10	n	-0.0	2.040223593106415	F
tight	1919	3	3	1	t	4.342179195647865	4.342179195647865	T
tight	1919	3	3	2	Y	4.0779321347844295	5.138780505888402	T
tight	1919	3	3	3	t	5.153808087741093	3.069982071055103	T
monitor	1919	6	6	1	m	5.010605800323559	5.010605800323559	T
monitor	1919	6	6	2	a	5.01039833879998	5.407676443970897	T
monitor	1919	6	6	3	n	3.6905412570748544	3.455722242146935	T
monitor	1919	6	6	4	|	1.0608032790622	4.8473883834048	T
monitor	1919	6	6	5	t	0.05966666807645741	3.3893702879141263	T
monitor	1919	6	6	6	X	0.36006191630358075	5.28985673151572	T
flood	1914	4	4	1	f	5.058299207443717	5.058299207443717	T
flood	1914	4	4	2	l	5.535532523336086	5.9108572556665155	T
flood	1914	4	4	3	^	4.29615016671642	6.171796172106248	T
flood	1914	4	4	4	d	0.3058592438537628	4.322489188356297	T
optimistic	1909	10	8	1	a	7.04403062266862	7.04403062266862	F
optimistic	1909	10	8	2	p	4.358304882909835	7.169070717003581	F
optimistic	1909	10	8	3	t	3.183634107428377	3.069982071055103	F
optimistic	1909	10	8	4	x	0.06103553099684985	4.612035445507509	F
optimistic	1909	10	8	5	m	-0.0	5.76583501381903	F
optimistic	1909	10	8	6	I	0.06157977257180774	4.84982360064973	F
optimistic	1909	10	8	7	s	0.4910299518565835	3.9883408909245026	F
optimistic	1909	10	8	8	t	-0.0	2.9158512700170656	F
optimistic	1909	10	8	9	I	-0.0	4.654833798863432	F
optimistic	1909	10	8	10	k	-0.0	3.8996457071128043	F
economist	1907	9	8	1	I	4.009495940020559	4.009495940020559	F
economist	1907	9	8	2	k	5.580213669295043	7.389737692345801	F
economist	1907	9	8	3	a	2.316676308425101	5.679534781553793	F
economist	1907	9	8	4	n	-0.0	4.045802552252718	F
economist	1907	9	8	5	x	-0.0	4.140380564861477	F
economist	1907	9	8	6	m	-0.0	4.36219853006181	F
economist	1907	9	8	7	|	3.294741209782552	3.3829746445015907	F
economist	1907	9	8	8	s	-0.0	4.5078562334956676	F
economist	1907	9	8	9	t	-0.0	1.9436496696286338	F
bright	1903	4	4	1	b	4.668925478440755	4.668925478440755	T
bright	1903	4	4	2	r	4.303544359823385	4.590979509703922	T
bright	1903	4	4	3	Y	5.534691643535093	6.543873406077785	T
bright	1903	4	4	4	t	0.6969949277627585	2.570397507192674	T
remind	1902	6	5	1	r	5.827961998570008	5.827961998570008	F
remind	1902	6	5	2	I	2.05623876585516	3.8883369835653068	F
remind	1902	6	5	3	m	2.9845206960642443	4.276655560715199	F
remind	1902	6	5	4	Y	4.336193264486036	6.569846975345433	F
remind	1902	6	5	5	n	-0.0	3.3839075475333678	F
remind	1902	6	5	6	d	-0.0	3.8527706178214203	F
veto	1901	4	4	1	v	7.269878295453626	7.269878295453626	T
veto	1901	4	4	2	i	5.7683176058745325	4.311888167990886	T
veto	1901	4	4	3	t	2.1366928690886606	3.069982071055103	T
veto	1901	4	4	4	o	0.030784668770640133	5.778767138686541	T
sample	1900	5	5	1	s	4.469012183746517	4.469012183746517	T
sample	1900	5	5	2	@	6.828658015491377	4.050738358263082	T
sample	1900	5	5	3	m	3.512256714417149	4.276655560715199	T
sample	1900	5	5	4	p	0.39650563896265983	5.293064439463599	T
sample	1900	5	5	5	L	-0.0	4.883881484025476	T
weird	1897	4	4	1	w	4.418744747099288	4.418744747099288	T
weird	1897	4	4	2	I	2.188268209808363	3.8883369835653068	T
weird	1897	4	4	3	r	8.435920863427171	3.402978350829759	T
weird	1897	4	4	4	d	0.1657784720897139	4.322489188356297	T
historic	1895	8	6	1	h	4.125528088723679	4.125528088723679	F
historic	1895	8	6	2	I	2.713818536748017	3.8883369835653068	F
historic	1895	8	6	3	s	4.951455336372318	3.5721480229068887	F
historic	1895	8	6	4	t	0.005132375734685028	2.570397507192674	F
historic	1895	8	6	5	c	3.4142997851988586	9.766110270367722	F
historic	1895	8	6	6	r	-0.0	5.177382002257308	F
historic	1895	8	6	7	I	-0.0	4.995554601088181	F
historic	1895	8	6	8	k	-0.0	4.939300423857706	F
drama	1895	5	5	1	d	5.6293267670073055	5.6293267670073055	T
drama	1895	5	5	2	r	4.069778490748113	4.590979509703922	T
drama	1895	5	5	3	a	3.7649806249872686	5.679534781553793	T
drama	1895	5	5	4	m	1.6974924340907556	5.065990156273541	T
drama	1895	5	5	5	x	-0.0	4.140380564861477	T
combination	1890	10	6	1	k	4.967672086242028	4.967672086242028	F
combination	1890	10	6	2	a	3.385112748412636	5.407676443970897	F
combination	1890	10	6	3	m	2.358659536016509	4.276655560715199	F
combination	1890	10	6	4	b	3.1220360840347	6.135959009501023	F
combination	1890	10	6	5	|	1.3805652820217045	4.098937562913526	F
combination	1890	10	6	6	n	-0.0	3.351469203472333	F
combination	1890	10	6	7	e	-0.0	4.9708240374512815	F
combination	1890	10	6	8	S	-0.0	4.668049858931309	F
combination	1890	10	6	9	|	-0.0	3.5793936960524735	F
combination	1890	10	6	10	n	-0.0	2.040223593106415	F
odd	1890	2	2	1	a	7.04403062266862	7.04403062266862	T
odd	1890	2	2	2	d	7.263429883049078	9.018422601594706	T
guide	1890	3	3	1	g	5.668651164281075	5.668651164281075	T
guide	1890	3	3	2	Y	4.99337409607352	5.138780505888402	T
guide	1890	3	3	3	d	4.133552071693865	3.23525350352427	T
bury	1888	4	4	1	b	4.668925478440755	4.668925478440755	T
bury	1888	4	4	2	E	4.957171139152745	4.448881980059585	T
bury	1888	4	4	3	r	4.936844261621708	3.402978350829759	T
bury	1888	4	4	4	i	0.012693845365973126	3.8720947893374267	T
hire	1885	3	3	1	h	4.125528088723679	4.125528088723679	T
hire	1885	3	3	2	Y	6.6352404805069884	5.138780505888402	T
hire	1885	3	3	3	r	4.457098878449317	3.402978350829759	T
schedule	1885	5	5	1	s	4.469012183746517	4.469012183746517	T
schedule	1885	5	5	2	k	5.226774864781145	7.389737692345801	T
schedule	1885	5	5	3	E	4.271215302222078	5.2963459698661675	T
schedule	1885	5	5	4	J	1.2508650969302457	6.689184095958425	T
schedule	1885	5	5	5	L	-0.0	4.883881484025476	T
sugar	1883	4	4	1	S	7.294599079496151	7.294599079496151	T
sugar	1883	4	4	2	U	2.0610445755844977	5.840678442912845	T
sugar	1883	4	4	3	g	5.863755316141136	7.241614179485361	T
sugar	1883	4	4	4	X	-0.0	4.186789055577113	T
garden	1883	5	5	1	g	5.668651164281075	5.668651164281075	T
garden	1883	5	5	2	a	3.248150740939737	5.407676443970897	T
garden	1883	5	5	3	r	3.857655870908891	3.402978350829759	T
garden	1883	5	5	4	d	0.4002452833978996	4.322489188356297	T
garden	1883	5	5	5	N	2.044695911694181	7.168909777114803	T
offensive	1883	7	7	1	x	4.538802753314783	4.538802753314783	T
offensive	1883	7	7	2	f	6.129026291784665	7.107122490301469	T
offensive	1883	7	7	3	E	2.35892484817994	5.2963459698661675	T
offensive	1883	7	7	4	n	1.2717760012253736	4.045802552252718	T
offensive	1883	7	7	5	s	0.13835360853606385	4.257544536974392	T
offensive	1883	7	7	6	I	0.7825154681809584	4.84982360064973	T
offensive	1883	7	7	7	v	-0.0	6.355173256786186	T
episode	1880	6	5	1	E	2.616858398867441	2.616858398867441	F
episode	1880	6	5	2	p	11.658787026018402	7.169070717003581	F
episode	1880	6	5	3	x	0.1422113074364551	6.871576240682017	F
episode	1880	6	5	4	s	0.803842576948713	4.469167659447069	F
episode	1880	6	5	5	o	-0.0	6.793651119424758	F
episode	1880	6	5	6	d	-0.0	3.8527706178214203	F
founder	1878	5	5	1	f	5.058299207443717	5.058299207443717	F
founder	1878	5	5	2	W	5.999670143025671	6.542149634905132	F
founder	1878	5	5	3	n	0.025485395478490616	3.455722242146935	F
founder	1878	5	5	4	d	0.012913536482350297	4.322489188356297	F
founder	1878	5	5	5	X	4.126866625752007	3.9707909977092486	F
embassy	1876	6	5	1	E	2.616858398867441	2.616858398867441	F
embassy	1876	6	5	2	m	10.054437957147867	8.47766402556727	F
embassy	1876	6	5	3	b	1.8575389402984093	7.027428476106371	F
embassy	1876	6	5	4	x	0.6959368470069177	4.612035445507509	F
embassy	1876	6	5	5	s	-0.0	4.257544536974392	F
embassy	1876	6	5	6	i	-0.0	3.964200912398267	F
intention	1874	8	8	1	I	4.009495940020559	4.009495940020559	F
intention	1874	8	8	2	n	1.4011472827999447	3.780811181488729	F
intention	1874	8	8	3	t	3.362460859157804	3.069982071055103	F
intention	1874	8	8	4	E	3.1871604391423443	5.67759965180738	F
intention	1874	8	8	5	n	1.1590625583537852	3.3839075475333678	F
intention	1874	8	8	6	C	1.931765264247548	7.713752839079353	F
intention	1874	8	8	7	|	-0.0	3.3829746445015907	F
intention	1874	8	8	8	n	-0.0	2.1601395090094835	F
chuck	1871	3	3	1	C	8.291861735095885	8.291861735095885	T
chuck	1871	3	3	2	^	6.42373049416521	4.7736526579972764	T
chuck	1871	3	3	3	k	0.4437795691087453	4.329690206294631	T
foster	1870	5	5	1	f	5.058299207443717	5.058299207443717	F
foster	1870	5	5	2	c	4.5149315990305805	6.093190674606735	F
foster	1870	5	5	3	s	5.585406235047021	3.5721480229068887	F
foster	1870	5	5	4	t	0.07075665953969411	2.570397507192674	F
foster	1870	5	5	5	X	-0.0	3.9707909977092486	F
versus	1868	5	5	1	v	7.269878295453626	7.269878295453626	T
versus	1868	5	5	2	R	5.186624862028438	6.313439755163712	T
versus	1868	5	5	3	s	2.374926557659046	3.5721480229068887	T
versus	1868	5	5	4	|	0.3125902303080261	4.8473883834048	T
versus	1868	5	5	5	s	0.0869175706772133	4.257544536974392	T
ultimate	1866	7	7	1	^	7.310151142309363	7.310151142309363	F
ultimate	1866	7	7	2	l	7.44099745636078	5.9108572556665155	F
ultimate	1866	7	7	3	t	0.08967981447321885	3.069982071055103	F
ultimate	1866	7	7	4	x	0.15344441280109447	4.612035445507509	F
ultimate	1866	7	7	5	m	-0.0	5.76583501381903	F
ultimate	1866	7	7	6	x	0.23821015903979853	4.531948342178886	F
ultimate	1866	7	7	7	t	-0.0	3.3137311337923387	F
exact	1863	6	6	1	I	4.009495940020559	4.009495940020559	T
exact	1863	6	6	2	g	7.021790246951356	8.532780748205523	T
exact	1863	6	6	3	z	0.077668632371577	5.417752399824141	T
exact	1863	6	6	4	@	0.7128461945998419	7.211780587630685	T
exact	1863	6	6	5	k	3.413003282951041	5.2616075537436675	T
exact	1863	6	6	6	t	-0.0	2.898789586171038	T
tourist	1861	6	5	1	t	4.342179195647865	4.342179195647865	F
tourist	1861	6	5	2	U	6.736793843584539	5.840678442912845	F
tourist	1861	6	5	3	r	2.2461040098839167	3.402978350829759	F
tourist	1861	6	5	4	|	1.9112768666605398	4.8473883834048	F
tourist	1861	6	5	5	s	-0.0	4.257544536974392	F
tourist	1861	6	5	6	t	-0.0	2.898789586171038	F
principal	1860	8	8	1	p	5.234937401912647	5.234937401912647	T
principal	1860	8	8	2	r	1.8132841071576309	4.590979509703922	T
principal	1860	8	8	3	I	3.1056029541858243	5.402691160961232	T
principal	1860	8	8	4	n	2.378575685479019	4.045802552252718	T
principal	1860	8	8	5	s	0.2294490257110957	4.257544536974392	T
principal	1860	8	8	6	|	0.5800192558732092	3.5968351291309806	T
principal	1860	8	8	7	p	0.4034767708385903	7.377677809444627	T
principal	1860	8	8	8	L	-0.0	4.9910765613659285	T
regret	1859	6	5	1	r	5.827961998570008	5.827961998570008	T
regret	1859	6	5	2	I	2.05623876585516	3.8883369835653068	T
regret	1859	6	5	3	g	5.700534615431798	7.241614179485361	T
regret	1859	6	5	4	r	1.6531698210595647	5.234288052859326	T
regret	1859	6	5	5	E	-0.0	5.237565545843595	T
regret	1859	6	5	6	t	-0.0	2.898789586171038	T
wine	1854	3	3	1	w	4.418744747099288	4.418744747099288	T
wine	1854	3	3	2	Y	6.747579811912319	5.138780505888402	T
wine	1854	3	3	3	n	3.854408339964897	3.455722242146935	T
remove	1849	5	5	1	r	5.827961998570008	5.827961998570008	T
remove	1849	5	5	2	I	2.05623876585516	3.8883369835653068	T
remove	1849	5	5	3	m	2.9845206960642443	4.276655560715199	T
remove	1849	5	5	4	u	4.376965285942404	6.377336995428079	T
remove	1849	5	5	5	v	-0.0	5.874732827732103	T
ethnic	1848	5	4	1	E	2.616858398867441	2.616858398867441	F
ethnic	1848	5	4	2	T	11.997542079704314	11.067651576767979	F
ethnic	1848	5	4	3	n	0.632066735848199	3.455722242146935	F
ethnic	1848	5	4	4	I	-0.0	4.6493650347195175	F
ethnic	1848	5	4	5	k	-0.0	5.2616075537436675	F
alert	1847	4	4	1	x	4.538802753314783	4.538802753314783	T
alert	1847	4	4	2	l	5.263196306204358	5.9108572556665155	T
alert	1847	4	4	3	R	5.2884890816846175	10.098767744067061	T
alert	1847	4	4	4	t	0.15675996364981595	2.570397507192674	T
label	1844	4	4	1	l	5.7071090501026625	5.7071090501026625	T
label	1844	4	4	2	e	5.056903765989866	5.08007001880276	T
label	1844	4	4	3	b	2.6309487059953365	7.027428476106371	T
label	1844	4	4	4	L	1.8546317933188081	4.790964413544101	T
dealer	1844	4	4	1	d	5.6293267670073055	5.6293267670073055	F
dealer	1844	4	4	2	i	4.612147870312698	4.311888167990886	F
dealer	1844	4	4	3	l	0.8371508901581284	4.099831891742697	F
dealer	1844	4	4	4	X	4.170967787928543	4.186789055577113	F
behalf	1843	5	5	1	b	4.668925478440755	4.668925478440755	F
behalf	1843	5	5	2	I	2.819185108816283	3.8883369835653068	F
behalf	1843	5	5	3	h	5.624619469474339	10.35284274677198	F
behalf	1843	5	5	4	@	2.1376458434739223	7.211780587630685	F
behalf	1843	5	5	5	f	-0.0	7.5340179513471695	F
noise	1841	3	3	1	n	5.177501411176819	5.177501411176819	T
noise	1841	3	3	2	O	9.924947693781391	8.472678833994848	T
noise	1841	3	3	3	z	-0.0	5.417752399824141	T
alliance	1841	6	5	1	x	4.538802753314783	4.538802753314783	F
alliance	1841	6	5	2	l	5.263196306204358	5.9108572556665155	F
alliance	1841	6	5	3	Y	3.082961058068929	6.543873406077785	F
alliance	1841	6	5	4	|	2.3669822268980365	4.8473883834048	F
alliance	1841	6	5	5	n	-0.0	3.3839075475333678	F
alliance	1841	6	5	6	s	-0.0	4.076881386766656	F
paint	1841	4	4	1	p	5.234937401912647	5.234937401912647	T
paint	1841	4	4	2	e	5.001004733978861	5.08007001880276	T
paint	1841	4	4	3	n	2.7963531639969683	3.455722242146935	T
paint	1841	4	4	4	t	2.2196470445976306	2.570397507192674	T
plot	1838	4	4	1	p	5.234937401912647	5.234937401912647	T
plot	1838	4	4	2	l	3.6837973500423127	5.9108572556665155	T
plot	1838	4	4	3	a	6.330858563451716	5.679534781553793	T
plot	1838	4	4	4	t	0.004701889140303551	2.570397507192674	T
tone	1838	3	3	1	t	4.342179195647865	4.342179195647865	T
tone	1838	3	3	2	o	6.098634865260385	4.434634090945678	T
tone	1838	3	3	3	n	4.800198723419597	3.455722242146935	T
wan	1836	3	3	1	w	4.418744747099288	4.418744747099288	T
wan	1836	3	3	2	a	10.37397971662604	5.407676443970897	T
wan	1836	3	3	3	n	0.23537084763386157	3.455722242146935	T
temperature	1836	9	6	1	t	4.342179195647865	4.342179195647865	F
temperature	1836	9	6	2	E	4.5089625431561	4.448881980059585	F
temperature	1836	9	6	3	m	4.659765788698501	4.276655560715199	F
temperature	1836	9	6	4	p	-0.0	5.293064439463599	F
temperature	1836	9	6	5	r	1.7449583849197368	4.171315569239557	F
temperature	1836	9	6	6	x	-0.0	4.531948342178886	F
temperature	1836	9	6	7	C	-0.0	8.214272124775517	F
temperature	1836	9	6	8	U	-0.0	9.450587059619838	F
temperature	1836	9	6	9	r	-0.0	7.601187523824577	F
stem	1836	4	4	1	s	4.469012183746517	4.469012183746517	T
stem	1836	4	4	2	t	2.5840656787551093	4.794250168048691	T
stem	1836	4	4	3	E	4.9513082177493075	5.2963459698661675	T
stem	1836	4	4	4	m	3.2514798321712712	5.065990156273541	T
pack	1835	3	3	1	p	5.234937401912647	5.234937401912647	T
pack	1835	3	3	2	@	4.321168955994702	4.050738358263082	T
pack	1835	3	3	3	k	3.853641015195963	4.329690206294631	T
treasury	1833	6	6	1	t	4.342179195647865	4.342179195647865	F
treasury	1833	6	6	2	r	3.9697674325396806	4.590979509703922	F
treasury	1833	6	6	3	E	5.16421780819209	5.2963459698661675	F
treasury	1833	6	6	4	Z	1.2844299174638687	10.472520448184156	F
treasury	1833	6	6	5	X	-0.0	3.9707909977092486	F
treasury	1833	6	6	6	i	0.4976308314526218	3.964200912398267	F
capacity	1833	8	5	1	k	4.967672086242028	4.967672086242028	F
capacity	1833	8	5	2	x	3.4459667478929714	3.937976162888377	F
capacity	1833	8	5	3	p	6.830488241830439	5.662240505169508	F
capacity	1833	8	5	4	@	0.014098109330688354	7.211780587630685	F
capacity	1833	8	5	5	s	-0.0	4.257544536974392	F
capacity	1833	8	5	6	|	-0.0	3.5968351291309806	F
capacity	1833	8	5	7	t	-0.0	3.3137311337923387	F
capacity	1833	8	5	8	i	-0.0	3.4100457578893497	F
tiger	1831	4	4	1	t	4.342179195647865	4.342179195647865	F
tiger	1831	4	4	2	Y	4.0779321347844295	5.138780505888402	F
tiger	1831	4	4	3	g	6.83968884960638	7.241614179485361	F
tiger	1831	4	4	4	X	-0.0	4.186789055577113	F
flow	1825	3	3	1	f	5.058299207443717	5.058299207443717	T
flow	1825	3	3	2	l	5.535532523336086	5.9108572556665155	T
flow	1825	3	3	3	o	2.3030263410255403	7.0290271473098525	T
annual	1823	5	4	1	@	4.531621906710496	4.531621906710496	T
annual	1823	5	4	2	n	0.4479276036744665	3.780811181488729	T
annual	1823	5	4	3	y	10.286567899411915	11.020196303937393	T
annual	1823	5	4	4	u	-0.0	6.377336995428079	T
annual	1823	5	4	5	L	-0.0	4.883881484025476	T
rough	1823	3	3	1	r	5.827961998570008	5.827961998570008	T
rough	1823	3	3	2	^	4.6448878666399604	4.7736526579972764	T
rough	1823	3	3	3	f	4.789316035567975	6.447151369661239	T
nearby	1822	5	5	1	n	5.177501411176819	5.177501411176819	T
nearby	1822	5	5	2	I	6.97646033175975	3.8883369835653068	T
nearby	1822	5	5	3	r	0.6994447362862608	3.402978350829759	T
nearby	1822	5	5	4	b	2.4135025328111315	6.135959009501023	T
nearby	1822	5	5	5	Y	-0.0	7.422633858655679	T
vulnerable	1820	8	8	1	v	7.269878295453626	7.269878295453626	F
vulnerable	1820	8	8	2	^	7.537743072299815	4.7736526579972764	F
vulnerable	1820	8	8	3	l	-0.0	4.099831891742697	F
vulnerable	1820	8	8	4	n	0.14338996314034183	4.045802552252718	F
vulnerable	1820	8	8	5	X	-0.0	3.9707909977092486	F
vulnerable	1820	8	8	6	x	-0.0	4.531948342178886	F
vulnerable	1820	8	8	7	b	-0.0	7.526211412506978	F
vulnerable	1820	8	8	8	L	0.3174821898561702	4.9910765613659285	F
legacy	1820	6	5	1	l	5.7071090501026625	5.7071090501026625	F
