t,cond
33.8515159306738,Scrambled
33.3066328433636,Scrambled
32.3310262723297,Scrambled
33.2257942703309,Scrambled
34.5030353361334,Scrambled
34.1188900287581,Scrambled
33.6782068699078,Scrambled
32.3152386975893,Scrambled
34.2371711829676,Scrambled
33.3068324369919,Scrambled
32.7629500354407,Scrambled
33.10016904015,Scrambled
34.226466181504,Scrambled
34.1148130058687,Scrambled
33.9009201408413,Scrambled
33.8231058715126,Scrambled
33.3522606029494,Scrambled
34.3478912136856,Scrambled
33.9903408565886,Scrambled
34.2199210618338,Scrambled
34.6273978958561,Scrambled
33.3613818636413,Scrambled
34.0876376643934,Scrambled
34.244975416133,Scrambled
34.0534320613007,Scrambled
34.5979113605592,Scrambled
34.1740257433203,Scrambled
31.9180683786136,Scrambled
35.2070591025227,Scrambled
33.6435727667432,Scrambled
34.3135714785312,Scrambled
34.4764962273143,Scrambled
34.289528995529,Scrambled
35.2036406041168,Scrambled
34.1924520167696,Scrambled
34.2590532699366,Scrambled
33.1327621858247,Scrambled
34.2002065239084,Scrambled
34.0546898695615,Scrambled
34.0249680652268,Scrambled
33.2897620511661,Scrambled
32.7910311684806,Scrambled
33.6820939194238,Scrambled
33.5680090569073,Scrambled
34.2092005028056,Scrambled
33.6970490067567,Scrambled
33.532143674712,Scrambled
34.330509854127,Scrambled
34.3044130478783,Scrambled
33.873678324594,Scrambled
34.5639452826582,Scrambled
33.1939544982625,Scrambled
32.671633207323,Scrambled
33.8557708702814,Scrambled
34.5809554084906,Scrambled
33.4584157904438,Scrambled
33.4977224610938,Scrambled
33.7066004732845,Scrambled
33.7747503254705,Scrambled
33.7849738372493,Scrambled
34.6477319434985,Scrambled
33.8972152576716,Scrambled
33.6743041092924,Scrambled
33.0722592048337,Scrambled
33.263519717201,Scrambled
33.8099206664069,Scrambled
34.5881020235576,Scrambled
33.9268548699236,Scrambled
34.2415251303129,Scrambled
34.7558653418689,Scrambled
34.2348363780445,Scrambled
33.5439615087604,Scrambled
33.7498487729576,Scrambled
34.2075330316893,Scrambled
33.5368090973024,Scrambled
33.345427193722,Scrambled
33.7047064278204,Scrambled
33.3769608515829,Scrambled
33.5671227072835,Scrambled
33.9924090837748,Scrambled
35.2545225934446,Scrambled
33.9988063259767,Scrambled
33.8235307162599,Scrambled
33.8653948417096,Scrambled
33.5137104386019,Scrambled
34.0564769796484,Scrambled
33.6475576636926,Scrambled
34.0476365220582,Scrambled
34.1962165782514,Scrambled
35.3300510357347,Scrambled
33.9481389671931,Scrambled
33.1902053861507,Scrambled
34.2287879408841,Scrambled
33.5302078393324,Scrambled
33.8321067110743,Scrambled
32.5435252112907,Scrambled
33.44511138569,Scrambled
33.4250540861965,Scrambled
34.6298410859538,Scrambled
33.6428569702434,Scrambled
33.2426705843208,Scrambled
34.1209109434824,Scrambled
35.0910813676888,Scrambled
35.2207692374767,Scrambled
34.8919173638143,Scrambled
34.828946691907,Scrambled
34.2463234600579,Scrambled
34.0864337751264,Scrambled
33.8734299530507,Scrambled
34.1996399833493,Scrambled
34.889969256969,Scrambled
33.4983903022968,Scrambled
34.3988921450858,Scrambled
33.5366824085668,Scrambled
32.9173524029416,Scrambled
33.3043535884889,Scrambled
34.232202842446,Scrambled
34.4818317946654,Scrambled
34.7084779096124,Scrambled
34.1971199863046,Scrambled
33.804374254604,Scrambled
32.6659522496886,Scrambled
33.2585481916659,Scrambled
33.5476507865355,Scrambled
33.3869449888237,Scrambled
34.1046588034613,Scrambled
33.2617719205815,Scrambled
33.948369466614,Scrambled
33.2613570549978,Scrambled
34.0831173371035,Scrambled
32.7709153442532,Scrambled
34.9038588341281,Scrambled
33.5962510724428,Scrambled
33.8271695428864,Scrambled
34.1750205302321,Scrambled
32.4476090992755,Scrambled
33.5093516746594,Scrambled
33.3184041312843,Scrambled
33.8231210139823,Scrambled
34.5948077286429,Scrambled
33.3459837494393,Scrambled
33.5932936857234,Scrambled
33.5561022026279,Scrambled
33.3500708534998,Scrambled
33.281601959249,Scrambled
33.6270609852569,Scrambled
33.6392382461873,Scrambled
33.3714770840697,Scrambled
34.33797436362,Scrambled
33.556374024816,Scrambled
34.9602870436374,Scrambled
33.5811652032825,Scrambled
32.7503505100009,Scrambled
33.6914402929228,Scrambled
35.0281312666949,Scrambled
34.2869942467448,Scrambled
33.8673393070297,Scrambled
33.3316603867189,Scrambled
33.5977202215952,Scrambled
33.9922745130333,Scrambled
33.2572012061789,Scrambled
33.457835167643,Scrambled
34.6700498748261,Scrambled
34.3965443005375,Scrambled
34.1098803865689,Scrambled
32.7244266111252,Scrambled
33.5732118373849,Scrambled
34.9136140107869,Scrambled
34.5483764024394,Scrambled
33.7549939102894,Scrambled
33.5891711938199,Scrambled
34.1991437747789,Scrambled
33.3847810393777,Scrambled
33.2528761339226,Scrambled
33.8516060714478,Scrambled
32.5001546818413,Scrambled
34.2138163265007,Scrambled
32.6661701835932,Scrambled
34.4049264290175,Scrambled
34.2918469526888,Scrambled
33.8220670063802,Scrambled
34.6365670206206,Scrambled
33.52718779046,Scrambled
34.4988592360082,Scrambled
34.0231189636261,Scrambled
33.6476000592143,Scrambled
33.7088345856356,Scrambled
33.4374230492205,Scrambled
33.86382669779,Scrambled
34.5892675426539,Scrambled
34.1799411613666,Scrambled
33.8334550976464,Scrambled
32.946573999942,Scrambled
32.6918016009257,Scrambled
32.6962435588741,Scrambled
33.8219538604865,Scrambled
33.2727066536538,Scrambled
33.546400554567,Scrambled
33.7623909147719,Scrambled
34.256826834421,Scrambled
34.1748758826621,Scrambled
34.5410050953099,Scrambled
33.6742461231089,Scrambled
33.2361824335173,Scrambled
32.6762659344587,Scrambled
34.2307285359915,Scrambled
33.6880087323622,Scrambled
33.135816464855,Scrambled
34.1067276871595,Scrambled
34.1508859020203,Scrambled
33.7590416142107,Scrambled
33.7229310267906,Scrambled
34.1244032578483,Scrambled
34.5862671997039,Scrambled
32.4140353958827,Scrambled
32.14947178365,Scrambled
32.7843388857777,Scrambled
33.6008187939791,Scrambled
33.8747563323873,Scrambled
32.1761853262405,Scrambled
33.4991785550439,Scrambled
34.1655204202183,Scrambled
33.9281702004165,Scrambled
33.9320073036143,Scrambled
34.5755716632934,Scrambled
34.2148026124983,Scrambled
33.9562417642479,Scrambled
34.261833294775,Scrambled
33.2241694847154,Scrambled
33.0588382227579,Scrambled
32.899826378315,Scrambled
34.6650173446192,Scrambled
34.5537505508033,Scrambled
33.8986605301207,Scrambled
34.887893065451,Scrambled
34.4174709831864,Scrambled
32.8037780552882,Scrambled
33.660162025228,Scrambled
34.3986585589588,Scrambled
33.1343506752265,Scrambled
33.5793385630279,Scrambled
33.081786317217,Scrambled
33.427762577453,Scrambled
33.5477609688294,Scrambled
34.8387219598045,Scrambled
33.9476740550118,Scrambled
33.4700678500988,Scrambled
33.9556061435029,Scrambled
33.703718109705,Scrambled
33.7951093111602,Scrambled
34.5140570288422,Scrambled
33.9749901063255,Scrambled
33.6586764211778,Scrambled
33.7180424492001,Scrambled
32.4705963562422,Scrambled
34.4630787714154,Scrambled
33.1456343306105,Scrambled
34.7562203768924,Scrambled
33.9624888124995,Scrambled
32.8692751497919,Scrambled
33.1965737740296,Scrambled
33.4782408906398,Scrambled
34.1371593016429,Scrambled
34.0875093571285,Scrambled
33.8440599311556,Scrambled
33.6972792187295,Scrambled
33.4280168553871,Scrambled
34.2681940516412,Scrambled
33.5854681696743,Scrambled
34.7250197709439,Scrambled
34.1114009386779,Scrambled
33.8003310887697,Scrambled
34.3099639626716,Scrambled
34.204642603352,Scrambled
33.6363946213481,Scrambled
33.1482258689529,Scrambled
33.9744916144788,Scrambled
34.0008461512469,Scrambled
33.7313334101842,Scrambled
33.8717904908233,Scrambled
33.7646462697652,Scrambled
33.7899627521742,Scrambled
33.5292662324741,Scrambled
33.9420367263706,Scrambled
33.9659995785939,Scrambled
35.0155036249934,Scrambled
34.7255768801479,Scrambled
33.4384128278742,Scrambled
34.0606472307369,Scrambled
33.6631678007626,Scrambled
33.6618577150899,Scrambled
33.9409470681058,Scrambled
33.65703460616,Scrambled
34.0455527707066,Scrambled
32.912105631832,Scrambled
35.1169582362551,Scrambled
34.3171305815991,Scrambled
33.4870084138325,Scrambled
34.1050635714462,Scrambled
34.0636831695214,Scrambled
33.2923712804137,Scrambled
34.3011195329486,Scrambled
33.4200847770123,Scrambled
34.0195193751338,Scrambled
34.7626211541935,Scrambled
33.6742458934096,Scrambled
33.6317080964006,Scrambled
33.8195064143137,Scrambled
33.6312738812193,Scrambled
33.4418418865746,Scrambled
33.9696412625399,Scrambled
34.5354034038091,Scrambled
33.5548499049228,Scrambled
34.0917444418772,Scrambled
34.2356296658317,Scrambled
33.2911916639573,Scrambled
32.6605850273985,Scrambled
33.718116289024,Scrambled
33.3325906293164,Scrambled
34.3924595834378,Scrambled
34.4409924539658,Scrambled
34.5533160170251,Scrambled
34.5021803721674,Scrambled
34.0665880372228,Scrambled
33.8871593919591,Scrambled
34.9060979675518,Scrambled
34.1029686476222,Scrambled
34.385679505617,Scrambled
33.2067665827923,Scrambled
34.0312029105484,Scrambled
34.1071358381165,Scrambled
33.7425149459122,Scrambled
32.6250592474864,Scrambled
32.7629945183932,Scrambled
32.5363280583509,Scrambled
33.03782827748,Scrambled
34.062269373583,Scrambled
33.3038155234609,Scrambled
33.6699543965248,Scrambled
33.8454880367529,Scrambled
34.5387600080799,Scrambled
34.5304341728582,Scrambled
34.0655230299522,Scrambled
33.506934997721,Scrambled
34.6135117371244,Scrambled
33.8527941452001,Scrambled
32.4589557132056,Scrambled
34.5770041764612,Scrambled
34.3414102032406,Scrambled
34.649839618954,Scrambled
33.6775377431548,Scrambled
35.1817324068305,Scrambled
33.1658698287716,Scrambled
34.0044628708913,Scrambled
34.2434953114192,Scrambled
34.207388683836,Scrambled
34.4477487709357,Scrambled
34.449931349895,Scrambled
34.8986922583157,Scrambled
33.6442254038403,Scrambled
33.7011327561619,Scrambled
34.4254818851017,Scrambled
34.1671775233627,Scrambled
33.1511627529702,Scrambled
33.3951781932147,Scrambled
34.0235473715716,Scrambled
33.8297964060403,Scrambled
34.1110491926813,Scrambled
33.0920622238702,Scrambled
33.1815706815566,Scrambled
33.6944593303037,Scrambled
33.184149563984,Scrambled
35.206128144423,Scrambled
32.8141939272571,Scrambled
34.143152960466,Scrambled
34.4848713323984,Scrambled
33.7879546120222,Scrambled
33.9192032984228,Scrambled
34.5334204746803,Scrambled
33.5352248757244,Scrambled
33.5350469736636,Scrambled
33.516260035861,Scrambled
34.5355425165284,Scrambled
32.9022166196676,Scrambled
32.3705417695897,Scrambled
34.353554215541,Scrambled
34.085763781898,Scrambled
34.0250859933291,Scrambled
32.960300663985,Scrambled
33.6516586077493,Scrambled
35.0004074766375,Scrambled
33.1033376924881,Scrambled
34.6724778929021,Scrambled
35.0090540663378,Scrambled
34.7531526278285,Scrambled
33.2832613370393,Scrambled
34.6609819255196,Scrambled
34.3092352327711,Scrambled
33.6806274551667,Scrambled
34.1757366994739,Scrambled
34.2273097195832,Scrambled
33.8754281543627,Scrambled
32.9722775944196,Scrambled
34.4123081028529,Scrambled
34.5852509261756,Scrambled
33.238714549988,Scrambled
33.4719807128948,Scrambled
34.7111082143962,Scrambled
34.0145168817218,Scrambled
33.2302017403011,Scrambled
34.3054287230395,Scrambled
34.9326667765847,Scrambled
34.707995256299,Scrambled
34.1902376113807,Scrambled
33.5920389613472,Scrambled
32.9900486738336,Scrambled
33.4529594037567,Scrambled
33.8127652194688,Scrambled
33.9189076006414,Scrambled
34.6303855915909,Scrambled
32.9508401872016,Scrambled
34.5131679768886,Scrambled
34.3075476076388,Scrambled
33.9024895672614,Scrambled
33.1719540383663,Scrambled
34.5655832814839,Scrambled
33.7059565913174,Scrambled
33.089531244463,Scrambled
33.4430475132257,Scrambled
33.7241659015195,Scrambled
34.5036539519597,Scrambled
33.7611696582788,Scrambled
33.6932305478668,Scrambled
33.0362549374608,Scrambled
34.4220153530374,Scrambled
33.4414439397837,Scrambled
33.1454201145031,Scrambled
33.8502827276852,Scrambled
33.6847055309961,Scrambled
35.0947467942008,Scrambled
33.8578595428183,Scrambled
34.5245224015394,Scrambled
34.0251093089831,Scrambled
33.665247036055,Scrambled
34.234841555712,Scrambled
33.9948176466472,Scrambled
33.0970038325517,Scrambled
33.8106307393364,Scrambled
33.7596552650756,Scrambled
33.2697995350341,Scrambled
34.0332290534718,Scrambled
33.8498748906821,Scrambled
34.5587883720517,Scrambled
33.3675082537397,Scrambled
33.7917606166588,Scrambled
33.8080745346908,Scrambled
33.8412293509829,Scrambled
33.7460582376034,Scrambled
32.4266812902699,Scrambled
33.1883254277816,Scrambled
33.6991707786525,Scrambled
33.2856768743004,Scrambled
33.9904239520607,Scrambled
34.2248695698952,Scrambled
33.7930494824612,Scrambled
33.4691545884753,Scrambled
33.7309450833158,Scrambled
33.0870307933005,Scrambled
34.1097453663023,Scrambled
33.8270713595495,Scrambled
34.0621473874242,Scrambled
33.8755767486798,Scrambled
34.6917740784196,Scrambled
33.3438891657211,Scrambled
33.4630775118847,Scrambled
34.1241162970332,Scrambled
33.9466362219576,Scrambled
33.6470470187567,Scrambled
33.1483396251966,Scrambled
33.91231612158,Scrambled
34.8435052557781,Scrambled
33.1646948967218,Scrambled
33.0384725266968,Scrambled
34.0364501696513,Scrambled
33.9835565120522,Scrambled
34.442483065182,Scrambled
34.5141685201063,Scrambled
34.5286257955524,Scrambled
34.4682861099812,Scrambled
33.12546040571,Scrambled
34.220791192057,Scrambled
31.4339055425176,Scrambled
33.6997330235577,Scrambled
34.2601278094918,Scrambled
35.0456175684092,Scrambled
34.2011366670446,Scrambled
34.3755067899472,Scrambled
34.0263647312289,Scrambled
34.1183861665653,Scrambled
32.9702054952818,Scrambled
35.2374293787272,Scrambled
33.8945766105238,Scrambled
33.7131148249851,Scrambled
34.5727314250391,Scrambled
33.0926144667187,Scrambled
32.9708972109321,Scrambled
34.7179949692382,Scrambled
33.9582648370332,Scrambled
32.2158920899639,Scrambled
34.5975171285726,Scrambled
33.8925644207906,Scrambled
33.2293716710522,Scrambled
34.4043579905086,Scrambled
34.2693172502165,Scrambled
35.0845508899328,Scrambled
35.0626291564602,Scrambled
34.4920552650738,Scrambled
33.7911037656478,Scrambled
34.5086690574627,Scrambled
33.7905914820826,Scrambled
33.2276429489273,Scrambled
33.9436876467539,Scrambled
34.1494986090918,Scrambled
34.0537874717636,Scrambled
33.6582960064322,Scrambled
32.9198966639557,Scrambled
34.2070325723977,Scrambled
33.9319299057816,Scrambled
33.8022415106555,Scrambled
33.1165460266745,Scrambled
34.7100927231798,Scrambled
34.5543492715759,Scrambled
35.1863242654403,Scrambled
34.3420508770418,Scrambled
33.6440588213031,Scrambled
33.2206278630188,Scrambled
34.3014761397158,Scrambled
35.0194580514366,Scrambled
32.5240751313724,Scrambled
33.3719613021128,Scrambled
33.9009322594206,Scrambled
33.3061291387542,Scrambled
33.3121232433881,Scrambled
34.9893842004468,Scrambled
34.0906864054403,Scrambled
34.0209945342878,Scrambled
34.4917272940683,Scrambled
34.3969618825765,Scrambled
34.670714909638,Scrambled
35.0855851242562,Scrambled
33.470569061491,Scrambled
33.6909609841093,Scrambled
33.9177667840454,Scrambled
33.536622520096,Scrambled
33.7091814241898,Scrambled
33.6306976401311,Scrambled
33.8908353791942,Scrambled
34.9172259988503,Scrambled
34.2245019955933,Scrambled
35.0456444728495,Scrambled
33.0393171543323,Scrambled
34.4232094118228,Scrambled
34.1295096057539,Scrambled
34.4640661099746,Scrambled
32.981188502928,Scrambled
33.0860064254717,Scrambled
33.9612902454965,Scrambled
33.6967158281443,Scrambled
33.8183735246497,Scrambled
34.3980063120098,Scrambled
33.4833027069856,Scrambled
33.6704006631251,Scrambled
33.7963990002591,Scrambled
32.3111233173611,Scrambled
33.8813339471168,Scrambled
33.6539159864888,Scrambled
33.9598701146892,Scrambled
32.2774157452006,Scrambled
33.5701155994259,Scrambled
33.6268758522802,Scrambled
33.6186442430972,Scrambled
33.4138518871779,Scrambled
33.7889298079657,Scrambled
33.1062477132652,Scrambled
33.0480740321978,Scrambled
33.0820719071427,Scrambled
33.2344537171212,Scrambled
33.4805713709631,Scrambled
34.137142879116,Scrambled
32.5187308504129,Scrambled
34.7048787565474,Scrambled
33.9236377950329,Scrambled
34.1738928606135,Scrambled
34.4607236004659,Scrambled
33.9789832499785,Scrambled
32.9945442074451,Scrambled
34.0690008641442,Scrambled
33.6595512976048,Scrambled
35.0025982407122,Scrambled
33.0057470336334,Scrambled
33.5608968552392,Scrambled
34.1331592056512,Scrambled
34.4150923619652,Scrambled
33.0349749592491,Scrambled
33.9678172867037,Scrambled
34.1785928488738,Scrambled
34.2630577356102,Scrambled
35.3598114301593,Scrambled
35.5676468312669,Scrambled
33.8161904753036,Scrambled
33.4300117311577,Scrambled
33.8026505379373,Scrambled
34.2517508671949,Scrambled
33.3054554770501,Scrambled
35.3286363970646,Scrambled
33.3780826041516,Scrambled
34.9311686570439,Scrambled
33.6131875789383,Scrambled
33.4345966331414,Scrambled
33.8071490923107,Scrambled
35.4258380159286,Scrambled
34.7128514226705,Scrambled
33.8028031688618,Scrambled
33.6961191672288,Scrambled
32.2813943241549,Scrambled
33.5056347226671,Scrambled
33.5600298449432,Scrambled
34.1535424124757,Scrambled
32.8510731993303,Scrambled
34.8712019650241,Scrambled
34.3517137307276,Scrambled
34.3489698017351,Scrambled
33.7404142718825,Scrambled
32.9281451575146,Scrambled
33.6349110360565,Scrambled
34.6160628652319,Scrambled
33.1848299850228,Scrambled
33.232946248157,Scrambled
33.508724142825,Scrambled
34.1643990984521,Scrambled
33.0158248593055,Scrambled
33.7122843485054,Scrambled
33.7922027004814,Scrambled
33.3839645084705,Scrambled
34.318300125777,Scrambled
34.2025039618205,Scrambled
33.6230596574268,Scrambled
33.0464010572243,Scrambled
34.0336406158914,Scrambled
34.3079395632445,Scrambled
32.9289255943285,Scrambled
34.4849118279088,Scrambled
33.1729261393056,Scrambled
33.7493118957819,Scrambled
34.4064210347759,Scrambled
32.9541932411563,Scrambled
34.3930569981099,Scrambled
33.0957847751008,Scrambled
34.7029948143141,Scrambled
33.0811322638293,Scrambled
33.3954108715476,Scrambled
33.9996650086747,Scrambled
33.7004704386129,Scrambled
33.2503645074231,Scrambled
33.6142386804486,Scrambled
33.5252281793693,Scrambled
34.0421281960432,Scrambled
34.2312016684385,Scrambled
34.0207995369769,Scrambled
33.7170881098554,Scrambled
34.2614058849083,Scrambled
33.6975192616253,Scrambled
34.1889036786003,Scrambled
34.6299995618088,Scrambled
33.3259072869358,Scrambled
33.3663762099254,Scrambled
34.3240142375805,Scrambled
34.2227255862366,Scrambled
33.8263597068512,Scrambled
33.2127565377569,Scrambled
33.633893950287,Scrambled
33.2716450332754,Scrambled
34.5415674385049,Scrambled
33.7933189289367,Scrambled
35.0264961836979,Scrambled
33.9319349628489,Scrambled
34.3940126528136,Scrambled
34.42236863809,Scrambled
32.9973013106213,Scrambled
34.3029245400499,Scrambled
33.755372246284,Scrambled
33.936973116253,Scrambled
33.1993759522057,Scrambled
33.3129434122638,Scrambled
33.3001802177179,Scrambled
